no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,27,2019,6,12,Complementary,0,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,3,2,Online,0,0,0,93,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 2,137,2018,6,10,Offline,0,0,0,80.75,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2019,8,30,Online,0,0,0,95,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,23,2018,11,17,Online,0,0,0,88,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,7,Corporate,0,0,0,95,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,49,2018,3,17,Online,0,0,0,71.1,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,204,2019,1,2,Online,0,0,0,103.5,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,134,2018,8,11,Online,0,0,0,103.5,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,6,2018,2,26,Online,0,0,0,79,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,42,2018,4,1,Online,0,0,0,112.5,1,Not_Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 4,26,2017,10,19,Offline,0,0,0,90,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,11,1,Offline,0,0,0,75,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,10,2018,9,5,Online,0,0,0,164,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,4,22,Online,0,0,0,117,0,Canceled
2,0,2,0,Not Selected,0,Room_Type 1,172,2019,7,23,Online,0,0,0,86.62,1,Not_Canceled
0,2,0,2,Meal Plan 1,0,Room_Type 2,187,2018,7,7,Online,0,0,0,86.5,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Online,0,0,0,75,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,372,2019,4,4,Online,0,0,0,90,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,51,2018,11,4,Offline,0,0,0,75,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,14,2019,2,8,Offline,0,0,0,75,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,112,2019,5,11,Online,0,0,0,126,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,77,2019,4,5,Online,0,0,0,126,2,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,16,2018,2,16,Online,0,0,0,65.52,0,Not_Canceled
2,0,2,8,Meal Plan 1,0,Room_Type 1,115,2018,9,6,Online,0,0,0,129.6,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,46,2018,10,25,Online,0,0,0,119.5,2,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Online,0,0,0,115,1,Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Online,0,0,0,123.33,0,Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 4,59,2018,6,4,Online,0,0,0,153.09,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,193,2018,9,10,Online,0,0,0,97.71,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Online,0,0,0,65,0,Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,149,2018,6,3,Online,0,0,0,124.2,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,183,2018,7,4,Online,0,0,0,98.25,1,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,228,2018,10,5,Online,0,0,0,115.6,2,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,29,2018,3,4,Offline,0,0,0,87,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,7,2019,7,17,Online,0,0,0,170,1,Not_Canceled
3,0,1,1,Meal Plan 2,0,Room_Type 5,189,2019,8,28,Online,0,0,0,187.2,0,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,111,2018,7,24,Online,0,0,0,137.7,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,83,2018,5,1,Offline,0,0,0,75,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,9,30,Online,0,0,0,106.2,0,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,26,2019,4,29,Online,0,0,0,103.5,1,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,9,2018,2,13,Online,0,0,0,127,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,20,2018,10,3,Online,0,0,0,149,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,254,2018,7,9,Online,0,0,0,100.7,1,Canceled
1,0,1,3,Not Selected,0,Room_Type 1,219,2019,7,10,Online,0,0,0,89.1,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,5,1,Online,0,0,0,126.9,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,2,12,Online,0,0,0,86.45,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,52,2019,3,13,Online,0,0,0,80,0,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,42,2019,3,2,Online,0,0,0,100.3,0,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,190,2019,5,13,Online,0,0,0,183.6,1,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,9,2019,7,6,Online,0,0,0,118,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,281,2019,4,18,Online,0,0,0,109.8,1,Canceled
1,0,2,0,Meal Plan 2,0,Room_Type 1,200,2018,10,23,Offline,0,0,0,90,0,Not_Canceled
2,2,0,4,Meal Plan 1,0,Room_Type 7,61,2019,5,24,Online,0,0,0,266.96,0,Canceled
2,0,2,5,Not Selected,0,Room_Type 1,35,2018,12,4,Online,0,0,0,74.8,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,106,2019,5,10,Online,0,0,0,132,2,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,10,2019,3,21,Online,0,0,0,168,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,80,2019,4,1,Offline,0,0,0,100.1,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2018,2,13,Online,0,0,0,61.88,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,29,2019,1,21,Online,0,0,0,97.5,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,46,2018,12,16,Online,0,0,0,79.2,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,309,2019,5,13,Offline,0,0,0,89.1,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,35,2018,12,28,Online,0,0,0,183,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,50,2017,10,18,Online,0,0,0,94.5,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,98,2018,7,21,Online,0,0,0,124.8,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,2,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,25,2018,11,22,Online,0,0,0,80.08,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,7,2018,1,18,Offline,0,0,0,48.4,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,20,2019,2,9,Online,0,0,0,91.8,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 7,3,2019,3,17,Complementary,0,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,106,2019,8,3,Online,0,0,0,125,1,Canceled
1,0,0,1,Not Selected,0,Room_Type 1,14,2018,6,23,Offline,0,0,0,84,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 2,16,2018,1,25,Online,0,0,0,77.25,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2017,10,4,Online,0,0,0,84,2,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,328,2019,6,9,Online,0,0,0,109.8,4,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,6,2017,8,12,Online,0,0,0,90,2,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,17,2019,5,8,Online,0,0,0,95,0,Canceled
2,0,2,4,Not Selected,0,Room_Type 1,230,2019,8,18,Online,0,0,0,72.86,1,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,2,2018,8,23,Online,0,0,0,86.28,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,240,2018,10,27,Online,0,0,0,90.95,2,Not_Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,150,2019,6,17,Online,0,0,0,120,0,Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 1,23,2018,9,6,Online,0,0,0,118,1,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,141,2019,8,17,Online,0,0,0,125,2,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,84,2019,6,28,Online,0,0,0,120,1,Canceled
1,0,1,0,Meal Plan 1,1,Room_Type 1,45,2018,11,28,Corporate,1,0,4,67,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,47,2018,10,11,Online,0,0,0,108,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,36,2019,8,1,Online,0,0,0,140,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,210,2019,8,4,Online,0,0,0,130.5,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Online,0,0,0,120,0,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,90,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,77,2019,5,31,Online,0,0,0,159,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,51,2018,8,18,Online,0,0,0,125.1,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,32,2018,9,2,Online,0,0,0,72.42,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,98,2018,6,10,Online,0,0,0,116.1,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,48,2019,6,11,Offline,0,0,0,89.1,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,71,2018,4,24,Online,0,0,0,88.5,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 7,0,2018,5,4,Complementary,1,4,15,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,37,2018,4,29,Online,0,0,0,126.9,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,135,2019,8,17,Online,0,0,0,199.5,1,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,241,2018,10,7,Online,0,0,0,150.45,1,Canceled
2,0,1,1,Meal Plan 1,1,Room_Type 4,130,2018,5,28,Online,0,0,0,134.1,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,24,2018,9,18,Online,0,0,0,149,2,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,114,2018,5,2,Online,0,0,0,99.9,0,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,12,2018,5,29,Online,0,0,0,97.02,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,90,2019,6,18,Online,0,0,0,126,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,90,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,31,2018,4,14,Online,0,0,0,94.5,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,183,2019,7,21,Online,0,0,0,122.7,0,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,191,2018,6,4,Online,0,0,0,101.34,2,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,99,2018,3,24,Online,0,0,0,85.5,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,125,2018,12,26,Online,0,0,0,79.2,1,Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,155,2019,5,8,Online,0,0,0,175.5,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,1,2018,1,8,Online,0,0,0,59.75,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,86,2019,6,8,Online,0,0,0,189,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,116,2019,7,6,Online,0,0,0,108,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,37,2018,12,27,Online,0,0,0,108.8,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,23,2019,5,16,Online,0,0,0,176.67,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,9,27,Offline,0,0,0,188,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,31,2017,10,4,Online,0,0,0,94.5,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,26,2018,9,19,Online,0,0,0,169,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65,0,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,16,2019,8,3,Online,0,0,0,239,2,Not_Canceled
2,2,1,0,Meal Plan 1,0,Room_Type 6,5,2018,12,4,Online,0,0,0,156.6,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,20,Complementary,0,0,0,139,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,195,2018,8,7,Online,0,0,0,146.7,2,Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,68,2018,4,21,Online,0,0,0,137.7,1,Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,193,2018,10,19,Offline,0,0,0,72.76,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,5,20,Offline,0,0,0,140,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,9,2017,11,7,Online,0,0,0,76,1,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,125,0,Not_Canceled
1,2,1,0,Meal Plan 1,0,Room_Type 1,36,2018,7,25,Online,0,0,0,161.1,2,Not_Canceled
2,1,1,3,Meal Plan 2,0,Room_Type 1,179,2018,7,25,Offline,0,0,0,85.6,1,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,19,2019,2,7,Offline,0,0,0,75,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,12,2018,10,3,Online,0,0,0,135,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,93,2019,5,20,Online,0,0,0,89.1,1,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,17,2018,12,16,Online,0,0,0,88,0,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,3,2,Corporate,1,0,1,65,0,Not_Canceled
1,0,0,4,Not Selected,0,Room_Type 1,54,2019,3,28,Online,0,0,0,48.5,0,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,100,2018,6,28,Online,0,0,0,130.5,2,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,30,2018,5,11,Online,0,0,0,149.4,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,20,2018,9,19,Corporate,0,0,0,119,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,170,2019,6,29,Online,0,0,0,95.7,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,12,13,Corporate,1,0,1,88,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,72,2018,4,3,Online,0,0,0,87.3,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,8,2017,10,21,Offline,0,0,0,85,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,457,2019,8,25,Online,0,0,0,122.4,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 2,205,2018,7,21,Online,0,0,0,86.63,0,Canceled
3,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,128,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,129,2019,5,22,Online,0,0,0,126,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,11,19,Online,0,0,0,107.67,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,29,2017,10,13,Online,0,0,0,98.98,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,20,2018,11,13,Online,0,0,0,90.65,1,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,99,2019,4,22,Online,0,0,0,108,0,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 1,219,2018,12,22,Online,0,0,0,106.25,1,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Online,0,0,0,108,0,Canceled
2,1,2,1,Not Selected,0,Room_Type 1,126,2018,8,6,Online,0,0,0,93.17,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,50,2019,3,14,Online,0,0,0,74.8,0,Canceled
2,0,2,3,Not Selected,0,Room_Type 1,223,2018,9,30,Online,0,0,0,73.96,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,20,Online,0,0,0,93,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,1,19,Online,0,0,0,80.3,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,152,2019,4,22,Online,0,0,0,105,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2019,5,20,Online,0,0,0,180,1,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,290,2019,8,21,Online,0,0,0,99,2,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,228,2019,6,22,Online,0,0,0,166.5,2,Canceled
2,0,2,1,Not Selected,0,Room_Type 1,74,2018,6,26,Online,0,0,0,91.5,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,32,2018,10,10,Corporate,0,0,0,95,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,49,2018,5,21,Online,0,0,0,126.9,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,7,11,Online,0,0,0,151,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
1,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,90,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Online,0,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,134,2019,2,24,Online,0,0,0,93.6,3,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,84,2018,9,27,Online,0,0,0,149.4,3,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,241,2019,3,9,Online,0,0,0,79.2,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,127,2019,3,23,Online,0,0,0,74.8,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,54,2018,3,4,Online,0,0,0,80.3,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,108,2017,8,24,Online,0,0,0,76.5,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,37,2019,7,27,Online,0,0,0,170,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,8,2,Corporate,0,0,0,65,1,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Online,0,0,0,90,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,152,2019,7,22,Online,0,0,0,127.1,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,88,2019,6,8,Online,0,0,0,153,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,88,2018,12,28,Online,0,0,0,125.66,3,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 1,68,2018,2,13,Offline,0,0,0,58,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115,0,Canceled
2,2,1,3,Meal Plan 1,0,Room_Type 6,46,2019,2,20,Online,0,0,0,144.5,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 2,252,2019,7,8,Online,0,0,0,93.65,1,Not_Canceled
3,0,2,3,Meal Plan 1,1,Room_Type 4,48,2018,8,18,Online,0,0,0,177.3,2,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,121,2019,7,31,Online,0,0,0,93.33,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,12,8,Online,0,0,0,86.93,0,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 4,139,2019,1,2,Online,0,0,0,115.6,2,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 1,164,2018,8,19,Online,0,0,0,133.45,0,Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 1,244,2018,12,29,Offline,0,0,0,176.04,1,Not_Canceled
2,2,1,0,Meal Plan 1,0,Room_Type 6,10,2017,8,23,Online,0,0,0,153,0,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,52,2018,3,13,Online,0,0,0,51,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,140,2019,7,1,Online,0,0,0,89.1,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2019,2,4,Corporate,1,2,3,75,0,Not_Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 1,23,2018,6,18,Online,0,0,0,149,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,40,2018,2,16,Online,0,0,0,72.9,0,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,4,2019,4,11,Online,0,0,0,153.33,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,141,2017,9,20,Offline,0,0,0,90,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,26,2018,10,15,Online,0,0,0,159,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,59,2018,4,4,Offline,0,0,0,80.75,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,139,2019,6,12,Online,0,0,0,110,0,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,1,2018,6,19,Online,0,0,0,135,0,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,55,2019,5,4,Online,0,0,0,189,1,Not_Canceled
1,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,90,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,196,2018,7,20,Online,0,0,0,85.5,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,4,9,Corporate,0,0,0,104,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,48,2018,5,22,Online,0,0,0,92.83,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,5,2018,8,29,Online,0,0,0,139,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,115,2019,5,18,Online,0,0,0,117,1,Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,32,2018,10,6,Online,0,0,0,176.4,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,59,2018,10,31,Online,0,0,0,60.35,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 4,0,2019,5,23,Online,0,0,0,112.92,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,68,0,Not_Canceled
2,0,0,5,Not Selected,0,Room_Type 1,4,2018,9,6,Online,0,0,0,149,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,62,2018,6,19,Online,0,0,0,106.65,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,31,2019,6,7,Online,0,0,0,150,1,Canceled
2,1,2,2,Not Selected,0,Room_Type 1,94,2018,4,8,Online,0,0,0,96.13,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,78,2018,3,7,Offline,0,0,0,45.5,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 7,5,2018,10,1,Online,0,0,0,221.38,2,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Online,0,0,0,112,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,99,2018,4,17,Online,0,0,0,93.08,0,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,101,2018,7,31,Online,0,0,0,140.7,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,70,2018,7,7,Online,0,0,0,107.1,0,Canceled
2,0,2,0,Not Selected,0,Room_Type 1,44,2019,4,2,Online,0,0,0,102.6,0,Canceled
2,0,2,2,Meal Plan 2,0,Room_Type 1,67,2019,3,31,Online,0,0,0,146.2,2,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,38,2018,4,27,Online,0,0,0,148.95,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,407,2019,5,6,Online,0,0,0,90,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,10,16,Online,0,0,0,72,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,71,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,1,12,Corporate,1,1,0,66,0,Not_Canceled
